CUSTOMER_ID,CITY,PROVINCE,COUNTRY,POSTCODE,LATITUDE,LONGITUDE,GENDER,DOB
143865,MARKHAM,ON,Canada,L3S1L2,43.838162,-79.288182,,1978-06-15
144405,Toronto,ON,Canada,M4C5E3,43.6885938,-79.29321025,,1981-07-12
145132,Etobicoke,ON,Canada,M8Z5C6,43.62438,-79.526835,,1972-02-02
145204,OAKVILLE,ON,Canada,L6H5M1,43.490598,-79.695721,,1970-03-13
145356,Mississauga,ON,Canada,L5W1P5,43.627432,-79.706976,,1985-11-28
145733,Scarborough,ON,Canada,M1R1A2,43.730391,-79.301941,,1993-12-14
146321,Pickering,ON,Canada,L1V6P4,43.835225,-79.132002,,1939-08-28
147271,Milton,ON,Canada,L9T3L9,43.525891,-79.872649,,1990-08-10
149430,YORK,ON,Canada,M9N2G5,43.702925,-79.515341,,1979-10-05
149483,Markham,ON,Canada,L3R9K2,43.864923,-79.351588,,1986-10-17
150193,Mississauga,ON,Canada,L5V4V7,43.59287,-79.694402,,1990-04-22
150815,MISSISSAUGA,ON,Canada,L4W1V2,43.639974,-79.622971,,1983-02-26
150970,Pickering,ON,Canada,L1V7A5,43.82866036,-79.13490273,,1971-06-23
151607,Scarborough,ON,Canada,M1M1J4,43.737241,-79.211036,,1979-03-04
152492,Mississauga,ON,Canada,L5N6Z8,43.575156,-79.784066,,1982-02-10
153389,Toronto,ON,Canada,M4L3P1,43.668205,-79.304843,,1981-04-28
154004,Mississauga,ON,Canada,L5M6L8,43.546784,-79.745851,,1958-10-06
154369,MARKHAM,ON,Canada,L3S4A8,43.865322,-79.232398,,1992-08-31
154414,Milton,ON,Canada,L9T2X6,43.504713,-79.863705,,1993-09-19
155408,GEORGETOWN,ON,Canada,L7G6A7,43.6515,-79.927174,,1976-04-01
156441,North York,ON,Canada,M2P1L1,43.75713,-79.39359,,1968-11-30
156561,Etobicoke,ON,Canada,M9B6A4,43.672394,-79.560607,,1993-11-24
157131,Mississauga,ON,Canada,L5M4A4,43.578486,-79.687263,,1970-12-20
157615,Toronto,ON,Canada,M6C3C6,43.701225,-79.4278,,1937-07-01
157977,North York,ON,Canada,M4A2X3,43.723123,-79.31005,,1990-09-15
158342,Toronto,ON,Canada,M4K2N7,43.671847,-79.354788,,1984-09-25
158400,Toronto,ON,Canada,M4T2J9,43.689085,-79.375422,,1963-10-20
158411,Toronto,ON,Canada,M6N1C2,43.670315,-79.455964,,1938-03-25
158575,Mississauga,ON,Canada,L5V1B7,43.607543,-79.710908,,1984-08-01
158583,Etobicoke,ON,Canada,M9R3P2,43.688123,-79.563116,,1948-04-10
158613,Toronto,ON,Canada,M4S1M7,43.703653,-79.38217,,1973-07-28
159417,Etobicoke,ON,Canada,M9B1N9,43.640014,-79.551131,,1971-04-20
159480,Mississauga,ON,Canada,L5B3P7,43.587218,-79.655693,,1972-06-24
159553,Toronto,ON,Canada,M4L2S7,43.664853,-79.324011,,1985-09-03
159610,Mississauga,ON,Canada,L5R2H2,43.608516,-79.668333,,1978-04-06
160883,MARKHAM,ON,Canada,L3R9B1,43.861565,-79.354605,,1980-11-05
161244,Scarborough,ON,Canada,M1E1E2,43.74296,-79.20768,,1952-11-18
161931,EAST YORK,ON,Canada,M4C4C8,43.689918,-79.314546,,1987-06-17
162239,YORK,ON,Canada,M6S1X9,43.654891,-79.489564,,1940-09-15
163421,Mississauga,ON,Canada,L5C3H9,43.563754,-79.631911,,1985-03-15
163537,York,ON,Canada,M6C3V6,43.695506,-79.437954,,1984-10-22
163865,Etobicoke,ON,Canada,M9A4R2,43.677185,-79.523253,,1959-10-20
164119,Mississauga,ON,Canada,L5N6X6,43.57804791,-79.77512,,1992-05-13
164459,Scarborough,ON,Canada,M1L3R7,43.711595,-79.287411,,1964-06-13
164754,Mississauga,ON,Canada,L5J3S8,43.51211,-79.643441,,1932-04-22
164764,YORK,ON,Canada,M6E4P7,43.682878,-79.456513,,1978-07-24
164831,stouffville,ON,Canada,L4A0W1,43.955214,-79.264522,,1944-08-08
165283,Mississauga,ON,Canada,L5E2P9,43.585727,-79.550377,,1983-03-24
165474,Scarborough,ON,Canada,M1T3K9,43.781966,-79.294007,,1946-05-05
165534,MARKHAM,ON,Canada,L6E1K2,43.899599,-79.243025,,1968-10-04
165693,Etobicoke,ON,Canada,M8W4C7,43.606561,-79.535947,,1931-03-26
166041,Mississauga,ON,Canada,L5L5A7,43.523861,-79.696398,,1991-10-07
166042,Toronto,ON,Canada,M6G3S9,43.67864064,-79.4318053,,1955-02-10
166092,Mississauga,ON,Canada,L5N7G7,43.580516,-79.784284,,1961-10-08
166267,Scarborough,ON,Canada,M1N2S8,43.676001,-79.277868,,1983-11-09
166484,Toronto,ON,Canada,M6P2T8,43.65771,-79.468798,,1972-01-26
166832,GEORGETOWN,ON,Canada,L7G6B6,43.653637,-79.909416,,1966-07-19
167852,North York,ON,Canada,M3L0C6,43.726584,-79.522234,,1932-03-16
169082,Toronto,ON,Canada,M1M2M7,43.717103,-79.237773,,1958-02-16
169105,Brampton,ON,Canada,L6Y4M1,43.655298,-79.759498,,1941-04-04
169366,Scarborough,ON,Canada,M1V3R2,43.810638,-79.263918,,1959-04-10
170957,Toronto,ON,Canada,M5C1B6,43.63858,-79.44606,,1966-11-25
171128,Mississauga,ON,Canada,L5N7Z4,43.624844,-79.745351,,1970-11-21
171836,North York,ON,Canada,M6L2K6,43.717779,-79.474787,,1981-11-09
172394,YORK,ON,Canada,M6E3M9,43.682197,-79.443528,,1979-03-05
172785,YORK,ON,Canada,M6M1A6,43.682386,-79.465192,,1978-08-12
173014,Mississauga,ON,Canada,L5H2P9,43.544315,-79.596009,,1970-01-26
173076,Scarborough,ON,Canada,M1N3G8,43.691253,-79.267535,,1961-08-19
173710,Scarborough,ON,Canada,M1L2S6,43.71411,-79.296005,,1984-01-04
173712,MARKHAM,ON,Canada,L6B1E5,43.892875,-79.231229,,1974-02-10
173955,MARKHAM,ON,Canada,L3R7K2,43.83354,-79.293085,,1948-04-17
174653,Mississauga,ON,Canada,L5M7T6,43.543345,-79.727458,,1993-07-11
174974,EAST YORK,ON,Canada,M4J3C8,43.694535,-79.347434,,1992-06-30
175715,MARKHAM,ON,Canada,L3S3S3,43.84237,-79.282849,,1949-04-25
175801,MARKHAM,ON,Canada,L3P4K5,43.886172,-79.257779,,1958-07-07
176154,EAST YORK,ON,Canada,M4C3G3,43.693806,-79.328012,,1976-12-31
176604,Scarborough,ON,Canada,M1C3W2,43.793502,-79.181054,,1979-03-01
176610,Toronto,ON,Canada,M5N2J4,43.705497,-79.412144,,1981-04-08
177046,Milton,ON,Canada,L9T0G4,43.511001,-79.853656,,1970-09-03
177150,YORK,ON,Canada,M5P1N4,43.666159,-79.498729,,1945-08-28
178529,Scarborough,ON,Canada,M1W1T1,43.796576,-79.323789,,1976-01-29
178631,Mississauga,ON,Canada,L5L5C6,43.522791,-79.697795,,1952-01-25
178885,Mississauga,ON,Canada,L4W3R6,43.628757,-79.598751,,1967-07-23
181284,Toronto,ON,Canada,M4W2B2,43.725419,-79.408285,,1957-07-31
181453,Markham,ON,Canada,L3R2T5,43.853196,-79.354342,,1993-04-06
181591,Toronto,ON,Canada,M4J2X9,43.681903,-79.345075,,1951-01-11
182108,Etobicoke,ON,Canada,M9C4Y3,43.646625,-79.579216,,1954-07-14
182383,Toronto,ON,Canada,M6S2X5,43.64611183,-79.47319728,,1994-08-30
182479,Toronto,ON,Canada,M6H2H6,43.672424,-79.443615,,1976-05-13
183059,Toronto,ON,Canada,M4V2T3,43.685363,-79.407773,,1987-10-23
183217,Mississauga,ON,Canada,L5R1S3,43.598245,-79.654648,,1962-07-12
183639,TORONTO,ON,Canada,M4P1S6,43.71149209,-79.38055344,,1991-04-03
184212,Mississauga,ON,Canada,L5W1J9,43.635666,-79.733887,,1976-04-01
184390,North York,ON,Canada,M5M2Z2,43.738096,-79.425888,,1982-07-25
184552,Brampton,ON,Canada,L6Y0C1,43.644793,-79.799503,,1984-02-01
185103,UNIONVILLE,ON,Canada,L3R6L1,43.870938,-79.307785,,1971-03-17
185270,Etobicoke,ON,Canada,M8Z1K2,43.61699874,-79.51878523,,1927-05-05
185281,Scarborough,ON,Canada,M1X1S5,43.822725,-79.212894,,1990-11-24
185318,North York,ON,Canada,M6L3E1,43.7084,-79.500251,,1962-05-25
185344,Brampton,ON,Canada,L6Y2R4,43.661212,-79.74068,,1949-03-24
185503,North York,ON,Canada,M3A2H4,43.765832,-79.323114,,1967-07-23
186006,UNIONVILLE,ON,Canada,L3R4K3,43.877481,-79.321578,,1993-01-20
186024,Mississauga,ON,Canada,L5W1T8,43.633714,-79.71172,,1944-11-22
186203,UNIONVILLE,ON,Canada,L3R0A5,43.861977,-79.331529,,1937-06-12
186287,Mississauga,ON,Canada,L5C3B2,43.556029,-79.637624,,1954-05-05
187455,Mississauga,ON,Canada,L5M5B9,43.570303,-79.708457,,1922-11-01
187571,MARKHAM,ON,Canada,L6C2S4,43.892073,-79.293896,,1959-04-15
188152,WHITEVALE,ON,Canada,L0H1M0,43.890221,-79.158336,,1980-02-25
188514,Mississauga,ON,Canada,L5B4C2,43.584577,-79.627263,,1957-03-04
188835,OAKVILLE,ON,Canada,L6J7C1,43.500909,-79.667209,,1968-09-06
189501,Mississauga,ON,Canada,L5A2R1,43.579554,-79.592268,,1991-07-16
190081,Milton,ON,Canada,L9T0K8,43.506829,-79.846289,,1976-08-12
190325,Milton,ON,Canada,L9T3R9,43.529288,-79.875575,,1921-07-14
190593,TORONTO,ON,Canada,M4P2Y6,43.712355,-79.401934,,1952-12-29
190639,YORK,ON,Canada,M9N1A2,43.693445,-79.508337,,1987-05-29
191102,Toronto,ON,Canada,M4K3E1,43.676621,-79.34915,,1945-09-27
191470,EAST YORK,ON,Canada,M4G2R8,43.715314,-79.370291,,1991-09-25
192989,Toronto,ON,Canada,M6G3R5,43.662102,-79.424315,,1991-03-21
193248,Mississauga,ON,Canada,L5N7G9,43.578706,-79.782993,,1954-11-01
193528,Toronto,ON,Canada,M1W1P9,43.7935466,-79.32355787,,1964-10-20
194504,Toronto,ON,Canada,M6P1C7,43.658028,-79.458564,,1947-02-05
194691,Mississauga,ON,Canada,L5L4R4,43.528676,-79.702953,,1977-12-06
194841,Toronto,ON,Canada,M4L3R7,43.66977,-79.303716,,1990-04-13
194849,NORTH YORK,ON,Canada,M3C3N6,43.72949232,-79.33063144,,1987-09-22
194891,Etobicoke,ON,Canada,M8V1X1,43.605551,-79.493705,,1975-06-16
195663,Scarborough,ON,Canada,M1X1T9,43.823102,-79.21776,,1972-12-12
195743,North York,ON,Canada,M3B3M7,43.737096,-79.37846,,1978-10-11
195797,Scarborough,ON,Canada,M1K4L1,43.731176,-79.25394,,1971-10-31
196397,Toronto,ON,Canada,M5M1P4,43.72911,-79.407557,,1960-11-02
196659,North York,ON,Canada,M3A1E6,43.741453,-79.327373,,1970-03-20
197635,Mississauga,ON,Canada,L5C3V8,43.575951,-79.665152,,1978-10-08
198851,Scarborough,ON,Canada,M1R1X2,43.73608,-79.292224,,1968-07-26
198889,Brampton,ON,Canada,L6V2P7,43.69871,-79.767683,,1974-12-22
199130,Etobicoke,ON,Canada,M8W3J3,43.593111,-79.533455,,1991-05-08
199926,North York,ON,Canada,M2K1W6,43.775146,-79.385563,,1943-10-13
200132,Toronto,ON,Canada,M4L2V8,43.672796,-79.329491,,1979-04-16
200336,Milton,ON,Canada,L9T6L5,43.521175,-79.831529,,1953-09-06
200696,TORONTO,ON,Canada,M5W5B1,43.645921,-79.376063,,1945-03-18
200757,MILTON,ON,Canada,L9T6N1,43.516004,-79.831081,,1976-03-01
200942,Mississauga,ON,Canada,L4Z0B4,43.618142,-79.641038,,1993-07-30
201250,Toronto,ON,Canada,M5P2W5,43.65852,-79.400041,,1992-12-08
201366,North York,ON,Canada,M2L1C6,43.738713,-79.383075,,1953-06-13
201964,Etobicoke,ON,Canada,M9C2Z9,43.646446,-79.570059,,1988-10-23
202245,MARKHAM,ON,Canada,L3R4L2,43.824593,-79.30991,,1960-04-19
202720,Mississauga,ON,Canada,L5B1H7,43.581565,-79.614967,,1978-04-01
202914,Milton,ON,Canada,L9T2V6,43.514987,-79.91166,,1966-11-03
203190,Scarborough,ON,Canada,M1N2C8,43.69444187,-79.26600495,,1994-07-04
203555,Mississauga,ON,Canada,L5R3G6,43.609003,-79.656946,,1985-07-31
203661,Milton,ON,Canada,L9T6W7,43.520596,-79.855245,,1981-03-20
203667,Mississauga,ON,Canada,L5C1N9,43.565295,-79.646002,,1990-11-14
204422,Toronto,ON,Canada,M6E1J9,43.682027,-79.446226,,1981-06-08
205055,Mississauga,ON,Canada,L5M5H9,43.572528,-79.70835,,1959-10-25
205290,YORK,ON,Canada,M6C2Y6,43.688239,-79.430417,,1990-11-19
205530,Markham,ON,Canada,L3R8K3,43.868219,-79.344754,,1962-06-16
205843,Toronto,ON,Canada,M6J2K6,43.65007,-79.410129,,1986-02-28
206591,Etobicoke,ON,Canada,M9P1J7,43.68748,-79.525606,,1975-08-19
206667,Mississauga,ON,Canada,L5N4N9,43.598223,-79.717711,,1968-02-19
207793,Mississauga,ON,Canada,L5M3V8,43.587728,-79.706265,,1978-04-27
207919,Toronto,ON,Canada,M6S3B8,43.65841,-79.481245,,1977-11-03
208874,Mississauga,ON,Canada,L5V2V7,43.601919,-79.690234,,1956-11-04
208974,MARKHAM,ON,Canada,L3P1P9,43.873429,-79.276486,,1960-04-29
209305,Toronto,ON,Canada,M4T1T1,43.692225,-79.384228,,1979-04-10
209579,Mississauga,ON,Canada,L5J3N1,43.516896,-79.639309,,1953-08-31
210081,Toronto,ON,Canada,M5T2J4,43.650684,-79.398877,,1993-07-28
210302,MARKHAM,ON,Canada,L3S2J9,43.836556,-79.274021,,1992-09-01
210352,Mississauga,ON,Canada,L5A3C3,43.595741,-79.613326,,1939-02-08
210793,Toronto,ON,Canada,M4K1C5,43.670754,-79.344073,,1946-09-19
211327,Toronto,ON,Canada,M5T2J4,43.650701,-79.398796,,1953-11-04
211549,Toronto,ON,Canada,M4E3X4,43.685567,-79.297156,,1977-04-20
211580,Mississauga,ON,Canada,L5R3N5,43.610699,-79.685943,,1979-10-10
211642,Toronto,ON,Canada,M5A2H8,43.673961,-79.289268,,1993-07-29
211717,Scarborough,ON,Canada,M1M3J3,43.722638,-79.239355,,1978-09-04
211923,Mississauga,ON,Canada,L5V1C9,43.583756,-79.670926,,1968-10-27
212268,Mississauga,ON,Canada,L4W2J8,43.639244,-79.598689,,1987-10-08
212429,TORONTO,ON,Canada,M4E1M4,43.675755,-79.298149,,1964-07-08
212948,EAST YORK,ON,Canada,M4J3J8,43.683909,-79.340703,,1947-04-12
213264,Toronto,ON,Canada,M4V1X4,43.688396,-79.413879,,1969-10-18
214046,Scarborough,ON,Canada,M1R2A3,43.743705,-79.295237,,1994-12-17
214555,Etobicoke,ON,Canada,M9A3T9,43.662997,-79.519985,,1964-12-19
215100,Scarborough,ON,Canada,M1J2K2,43.742481,-79.232961,,1988-02-17
215734,Toronto,ON,Canada,M4M1Z9,43.669269,-79.335111,,1989-02-05
215741,Toronto,ON,Canada,M4M1Z2,43.668175,-79.340917,,1971-04-21
215884,Scarborough,ON,Canada,M1P2W1,43.763539,-79.289363,,1978-06-01
216040,Toronto,ON,Canada,M6N1N3,43.677741,-79.458701,,1980-06-01
216391,Mississauga,ON,Canada,L5G1N3,43.566769,-79.562385,,1987-07-20
216579,Brampton,ON,Canada,L6Y4C5,43.651716,-79.734184,,1992-06-11
216925,Toronto,ON,Canada,M4S2H1,43.70119474,-79.39263609,,1954-02-03
217493,Toronto,ON,Canada,M5T2B2,43.655407,-79.396983,,1959-05-21
218201,Mississauga,ON,Canada,L5L4W2,43.531642,-79.696458,,1991-12-18
219313,Brampton,ON,Canada,L6X2W4,43.692604,-79.771204,,1985-10-01
219839,Mississauga,ON,Canada,L5C1Z8,43.564372,-79.653858,,1988-08-23
220198,Scarborough,ON,Canada,M1R4T1,43.766693,-79.307283,,1980-02-18
220788,Toronto,ON,Canada,M5T1B8,43.651227,-79.395606,,1967-01-13
220846,Mississauga,ON,Canada,L5H4A8,43.539024,-79.604758,,1976-01-08
221009,Toronto,ON,Canada,M6R1H6,43.644912,-79.441977,,1978-03-27
222094,Markham,ON,Canada,L3R8H9,43.868354,-79.346926,,1964-09-04
222361,Mississauga,ON,Canada,L5R3C9,43.605576,-79.682671,,1978-05-26
223968,Toronto,ON,Canada,M5A2V5,43.657416,-79.367934,,1990-04-17
224014,Etobicoke,ON,Canada,M8Z4H6,43.643023,-79.518985,,1988-04-24
224186,Toronto,ON,Canada,M4L1M7,43.661154,-79.441567,,1990-02-16
224396,North York,ON,Canada,M3B3B6,43.750279,-79.363015,,1986-08-11
224653,Etobicoke,ON,Canada,M9C3R8,43.64258318,-79.58085574,,1957-05-12
224737,Mississauga,ON,Canada,L5A3C6,43.592508,-79.619284,,1945-08-13
224754,Mississauga,ON,Canada,L5C1R7,43.560526,-79.665757,,1948-03-17
224800,Toronto,ON,Canada,M4C1E5,43.684125,-79.313035,,1992-02-20
225015,North York,ON,Canada,M6L3G3,43.707139,-79.499816,,1960-06-30
225047,Toronto,ON,Canada,M6H3J9,43.671601,-79.438776,,1968-11-04
225122,EAST YORK,ON,Canada,M4C2P1,43.694596,-79.315387,,1976-04-14
225300,Mississauga,ON,Canada,L5V3A9,43.602769,-79.689304,,1938-03-16
225716,Etobicoke,ON,Canada,M9B4C6,43.642183,-79.538545,,1976-02-07
225989,Mississauga,ON,Canada,L5M5S1,43.56989,-79.738183,,1955-11-26
226593,Brampton,ON,Canada,L6Y2P8,43.655955,-79.750134,,1991-01-09
227422,Scarborough,ON,Canada,M1B4M4,43.815851,-79.213309,,1966-02-11
228450,Etobicoke,ON,Canada,M9W3Z2,43.719337,-79.564356,,1977-03-22
228938,Scarborough,ON,Canada,M1J1K7,43.735952,-79.24623,,1989-05-31
229153,Brampton,ON,Canada,L6Y5C8,43.659914,-79.769821,,1934-04-27
229576,Toronto,ON,Canada,M6R1J4,43.642103,-79.451817,,1939-01-13
230648,Etobicoke,ON,Canada,M8V1R3,43.613227,-79.492212,,1948-07-12
231003,Etobicoke,ON,Canada,M9R3V9,43.677448,-79.56726,,1987-09-30
231045,North York,ON,Canada,M3A0J3,43.754045,-79.335286,,1955-08-29
231091,Milton,ON,Canada,L9T2Y3,43.547938,-79.864407,,1969-07-29
231423,MARKHAM,ON,Canada,L3P5R1,43.888891,-79.267761,,1976-03-17
232352,Mississauga,ON,Canada,L5W1A8,43.629366,-79.719574,,1989-02-08
232611,Toronto,ON,Canada,M4E3G1,43.671217,-79.288397,,1976-01-08
233288,OAKVILLE,ON,Canada,L6J4V2,43.470964,-79.646377,,1992-03-06
233689,Toronto,ON,Canada,M4J3M6,43.674578,-79.334734,,1970-08-29
234178,Toronto,ON,Canada,M4W1R2,43.677235,-79.381972,,1979-03-31
234811,Markham,ON,Canada,L3S3S7,43.857773,-79.249061,,1980-11-11
235958,Mississauga,ON,Canada,L5M7Z8,43.53824,-79.731037,,1989-05-20
236354,North York,ON,Canada,M3L1J5,43.721989,-79.51588,,1986-10-31
236708,North York,ON,Canada,M5M3B9,43.742644,-79.423323,,1990-05-09
236895,Mississauga,ON,Canada,L4X1W7,43.622817,-79.592804,,1962-12-01
237643,Mississauga,ON,Canada,L5L1T7,43.529982,-79.68762,,1947-10-03
237720,Mississauga,ON,Canada,L5C3L6,43.575138,-79.660826,,1990-04-27
237865,ETOBICOKE,ON,Canada,M8V3R6,43.597204,-79.502538,,1952-09-04
238034,UNIONVILLE,ON,Canada,L3R7K6,43.878366,-79.31607,,1960-04-20
238046,Mississauga,ON,Canada,L4Y2T2,43.61215,-79.605655,,1945-03-25
238269,Toronto,ON,Canada,M5T3K9,43.65453531,-79.40563452,,1987-02-08
238355,EAST YORK,ON,Canada,M4K2G4,43.688579,-79.353132,,1977-12-28
238863,North York,ON,Canada,M9M1H6,43.720447,-79.540631,,1958-07-15
238911,Brampton,ON,Canada,L6Y2W4,43.662239,-79.754981,,1977-06-23
240443,EAST YORK,ON,Canada,M4C3G1,43.693036,-79.327518,,1962-04-15
241014,Scarborough,ON,Canada,M1T1E5,43.775329,-79.320166,,1965-11-17
242349,Scarborough,ON,Canada,M1W3H8,43.808011,-79.318336,,1921-05-11
242667,Brampton,ON,Canada,L7A3G3,43.688691,-79.834966,,1973-01-07
243101,Brampton,ON,Canada,L6X4W7,43.679498,-79.806789,,1955-02-14
243132,Mississauga,ON,Canada,L5N6X4,43.566864,-79.771492,,1994-07-19
243304,Mississauga,ON,Canada,L5W1A1,43.629505,-79.731437,,1981-12-15
243655,MARKHAM,ON,Canada,L6E0C3,43.901644,-79.250405,,1994-12-05
243738,Mississauga,ON,Canada,L4W3K9,43.616654,-79.610601,,1969-05-30
245564,Toronto,ON,Canada,M6R2Z7,43.649378,-79.457992,,1966-04-21
245933,Etobicoke,ON,Canada,M9P3K2,43.691462,-79.538466,,1968-02-29
246107,Mississauga,ON,Canada,L5M6C5,43.555072,-79.72285,,1969-10-04
246257,North York,ON,Canada,M2N4L5,43.781847,-79.391988,,1965-07-14
246557,Toronto,ON,Canada,M4J4A6,43.678574,-79.331036,,1987-06-25
246726,TORONTO,ON,Canada,M5W1R6,43.643857,-79.378661,,1957-02-03
246776,Scarborough,ON,Canada,M1T2T1,43.780557,-79.293713,,1990-12-04
246893,Milton,ON,Canada,L9T6C7,43.537004,-79.867341,,1932-05-14
246996,Scarborough,ON,Canada,M1B4N6,43.817902,-79.216586,,1939-05-13
247146,Mississauga,ON,Canada,L5A3L7,43.598743,-79.617388,,1990-04-28
248780,Scarborough,ON,Canada,M1N3E3,43.690251,-79.27083,,1993-10-19
249122,Mississauga,ON,Canada,L5G3V5,43.569703,-79.587122,,1991-12-31
249724,Toronto,ON,Canada,M6S3V9,43.657713,-79.485567,,1971-04-29
250423,Mississauga,ON,Canada,L5M5G2,43.567103,-79.719804,,1923-03-04
251543,Scarborough,ON,Canada,M1B5C8,43.817815,-79.202162,,1989-12-06
251681,Mississauga,ON,Canada,L5K1B9,43.526439,-79.654726,,1977-10-08
252415,Mississauga,ON,Canada,L5N6X6,43.57765,-79.776702,,1940-04-16
252698,Markham,ON,Canada,L3P7E7,43.877597,-79.292166,,1973-09-24
252735,MISSISSAUGA,ON,Canada,L5N5J4,43.5765062,-79.77246792,,1957-09-12
253675,Brampton,ON,Canada,L6Y1Z2,43.669551,-79.750198,,1950-03-25
253706,Brampton,ON,Canada,L6X4N8,43.679771,-79.795102,,1941-11-18
254362,Milton,ON,Canada,L9T6B5,43.529825,-79.859048,,1972-02-23
254417,Toronto,ON,Canada,M4R1L6,43.714363,-79.411512,,1968-03-14
254713,Etobicoke,ON,Canada,M8W3E7,43.592036,-79.529496,,1971-12-09
254769,Scarborough,ON,Canada,M1R2E2,43.744656,-79.293024,,1990-01-23
255800,North York,ON,Canada,M3A2G6,43.765972,-79.33319,,1911-03-03
256037,Brampton,ON,Canada,L6Y4S4,43.649597,-79.752699,,1980-05-23
256609,Toronto,ON,Canada,M4M1Z4,43.668522,-79.338108,,1974-06-12
256640,YORK,ON,Canada,M6C3H1,43.698218,-79.430244,,1977-11-12
256794,Toronto,ON,Canada,M5R2R7,43.671362,-79.403159,,1977-12-28
256894,Mississauga,ON,Canada,L5B4G9,43.575656,-79.631115,,1990-11-07
257436,Toronto,ON,Canada,M6H2Y2,43.6765,-79.434891,,1979-08-25
257851,Mississauga,ON,Canada,L5M6S4,43.560883,-79.74656,,1957-11-01
257899,Brampton,ON,Canada,L6Y2H5,43.661607,-79.73996,,1967-09-10
258050,Mississauga,ON,Canada,L5B3X1,43.576819,-79.63769,,1983-12-16
258244,Etobicoke,ON,Canada,M8Y3L9,43.630501,-79.485367,,1974-04-16
258586,Mississauga,ON,Canada,L4Y2K9,43.607989,-79.60123,,1963-05-23
259028,Mississauga,ON,Canada,L4Y2K7,43.606179,-79.603109,,1960-03-06
259698,Mississauga,ON,Canada,L5E1Y7,43.581378,-79.573626,,1985-08-20
259782,Mississauga,ON,Canada,L5L5R1,43.555421,-79.678023,,1916-03-11
260032,Etobicoke,ON,Canada,M9R3L8,43.681041,-79.563417,,1974-09-11
260350,Mississauga,ON,Canada,L5G4B4,43.572603,-79.582324,,1992-05-24
260826,North York,ON,Canada,M3A0N2,43.754045,-79.335286,,1960-07-04
261695,North York,ON,Canada,M5M2Z2,43.738349,-79.424724,,1981-08-20
261834,MARKHAM,ON,Canada,L6E1W6,43.901889,-79.256487,,1989-01-09
262571,Mississauga,ON,Canada,L5M3C2,43.55617,-79.700268,,1952-02-23
262867,Mississauga,ON,Canada,L4X1X6,43.62293,-79.595674,,1986-06-23
263121,Etobicoke,ON,Canada,M9C1L9,43.627818,-79.574475,,1993-06-15
264105,Mississauga,ON,Canada,L5C2X6,43.554891,-79.635549,,1957-11-11
264263,Toronto,ON,Canada,M4K1V2,43.679493,-79.360551,,1962-12-17
264274,North York,ON,Canada,M6M2Y8,43.704541,-79.48077,,1967-09-12
264284,MARKHAM,ON,Canada,L3S4T4,43.845224,-79.246902,,1975-01-11
264553,MARKHAM,ON,Canada,L3P5E3,43.872955,-79.260176,,1983-06-11
264645,YORK,ON,Canada,M6M3R7,43.693029,-79.47232,,1991-07-20
264835,Mississauga,ON,Canada,L5L1Z2,43.541028,-79.696886,,1950-09-14
264993,Milton,ON,Canada,L9T4K5,43.518968,-79.860569,,1944-12-26
265145,North York,ON,Canada,M5M2W2,43.734398,-79.431022,,1959-03-22
265372,MARKHAM,ON,Canada,L3P7B1,43.88375,-79.287324,,1965-12-12
265889,East York,ON,Canada,M4J4T6,43.689849,-79.329377,,1957-07-05
267261,ETOBICOKE,ON,Canada,M9A5H3,43.6839637,-79.51138141,,1980-11-13
267500,Mississauga,ON,Canada,L4Y2Y1,43.605709,-79.61071,,1983-04-20
267624,Scarborough,ON,Canada,M1M3E5,43.717686,-79.246816,,1978-07-05
267863,Toronto,ON,Canada,M6H3Z9,43.674286,-79.44955,,1965-02-07
268301,Mississauga,ON,Canada,L4Z3T2,43.618478,-79.647091,,1989-06-12
268500,Scarborough,ON,Canada,M1V2J3,43.821783,-79.289925,,1965-12-13
268515,MARKHAM,ON,Canada,L3R9E7,43.866228,-79.35915,,1982-10-23
269301,North York,ON,Canada,M3A1Y5,43.759563,-79.332467,,1932-03-02
269603,North York,ON,Canada,M3A1S4,43.748365,-79.327078,,1992-06-22
270064,YORK,ON,Canada,M6E2V3,43.684763,-79.437714,,1974-04-08
270493,Toronto,ON,Canada,M6R2P5,43.64401,-79.450548,,1980-07-26
270513,Mississauga,ON,Canada,L5G3G1,43.55683606,-79.5857796,,1947-12-15
270589,York,ON,Canada,M6E1N6,43.68663,-79.441096,,1971-11-23
270831,Toronto,ON,Canada,M4L2G5,43.6748867,-79.31606192,,1943-07-12
270915,Pickering,ON,Canada,L1V1L6,43.829311,-79.149887,,1972-09-27
271602,Mississauga,ON,Canada,L5J2K2,43.526278,-79.639973,,1988-10-12
271846,Toronto,ON,Canada,M4S1S2,43.705691,-79.381726,,1987-10-07
271899,Scarborough,ON,Canada,M1B6K4,43.808133,-79.188336,,1947-05-18
272245,MARKHAM,ON,Canada,L6E1Z2,43.90499101,-79.25030216,,1964-01-15
273087,Pickering,ON,Canada,L1V4S3,43.825645,-79.127362,,1976-12-27
273459,Milton,ON,Canada,L9T2X7,43.51306,-79.93239,,1967-04-29
273589,Toronto,ON,Canada,M4T1Z6,43.6884935,-79.3944305,,1968-05-10
273648,Mississauga,ON,Canada,L5L5W6,43.527022,-79.68801,,1966-05-14
273787,Toronto,ON,Canada,M4E3H9,43.676189,-79.289056,,1936-02-18
